Rk,Date,Series,Gm#,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen
1220,2001-10-09,NLDS,1,STL,ARI,L 0-1,32,30,0,3,2,0,0,0,1,0,9,0,1,0,1,0,0,0,-0.787,-5.113,1.362,5,13,"42,251",156
1221,2000-10-26,WS,5,NYM,NYY,L 2-4,39,34,2,8,1,0,0,1,4,1,7,0,1,0,1,0,0,0,-0.413,-2.841,1.409,10,12,"55,292",212
1222,2000-10-26,WS,5,NYY,NYM,W 4-2,37,34,4,7,0,0,2,3,3,0,9,0,0,0,0,0,0,0,0.087,-0.843,1.294,6,15,"55,292",212
1223,2000-10-25,WS,4,NYM,NYY,L 2-3,35,32,2,6,0,0,1,2,3,0,8,0,0,0,0,0,0,0,-0.675,-2.845,1.525,6,18,"55,290",200
1224,2000-10-25,WS,4,NYY,NYM,W 3-2,39,34,3,8,0,2,1,3,4,2,6,0,0,1,1,1,1,0,-0.175,-1.842,1.009,9,15,"55,290",200
1225,2000-10-24,WS,3,NYM,NYY,W 4-2,36,31,4,9,4,0,1,4,3,0,13,0,1,1,0,0,0,0,0.120,-0.305,1.428,8,18,"55,299",219
Rk,Date,Series,Gm#,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen
1226,2000-10-24,WS,3,NYY,NYM,L 2-4,39,33,2,8,2,1,0,2,3,0,12,2,1,0,0,1,0,0,-0.376,-2.843,1.299,10,14,"55,299",219
1227,2000-10-22,WS,2,NYM,NYY,L 5-6,36,35,5,7,0,0,2,5,0,0,10,1,0,0,1,0,0,0,-0.353,-0.331,.694,4,11,"56,059",210
1228,2000-10-22,WS,2,NYY,NYM,W 6-5,42,34,6,12,4,0,1,6,6,2,5,1,0,1,1,0,0,1,0.147,1.262,.453,12,10,"56,059",210
1229,2000-10-21,WS,1,NYM,NYY,L 3-4,47,43,3,10,3,0,0,3,1,0,10,2,1,0,0,0,0,1,-0.553,-4.108,1.521,8,12,"55,913",291
1230,2000-10-21,WS,1,NYY,NYM,W 4-3,54,44,4,12,2,0,0,4,9,3,8,0,0,1,0,1,0,1,-0.056,-2.272,2.426,15,13,"55,913",291
1231,2000-10-17,ALCS,6,NYY,SEA,W 9-7,41,32,9,11,2,0,1,9,7,2,5,0,1,1,0,1,1,0,0.433,4.262,1.221,8,11,"56,598",243
1232,2000-10-17,ALCS,6,SEA,NYY,L 7-9,40,35,7,10,6,0,2,7,5,1,8,0,0,0,0,0,0,1,-0.067,1.670,1.038,6,12,"56,598",243
1233,2000-10-16,NLCS,5,NYM,STL,W 7-0,44,33,7,10,2,0,0,5,9,0,3,1,1,0,1,0,1,0,0.266,2.696,.459,13,10,"55,695",197
1234,2000-10-16,NLCS,5,STL,NYM,L 0-7,31,30,0,3,0,0,0,0,1,0,8,0,0,0,0,0,0,0,-0.235,-4.844,.456,4,21,"55,695",197
1235,2000-10-15,NLCS,4,NYM,STL,W 10-6,38,31,10,9,6,0,1,10,4,1,2,1,1,1,2,0,1,1,0.553,5.694,.649,4,15,"55,665",194
1236,2000-10-15,ALCS,5,NYY,SEA,L 2-6,44,35,2,8,3,0,0,2,7,0,9,2,0,0,0,0,0,0,-0.158,-3.062,1.081,15,12,"47,802",254
1237,2000-10-15,ALCS,5,SEA,NYY,W 6-2,38,30,6,8,0,0,2,6,6,0,5,0,1,1,0,0,1,0,0.341,1.501,.818,8,11,"47,802",254
1238,2000-10-15,NLCS,4,STL,NYM,L 6-10,39,35,6,11,2,0,2,6,2,0,6,0,1,1,0,0,0,0,0.053,1.159,.822,6,18,"55,665",194
1239,2000-10-14,NLCS,3,NYM,STL,L 2-8,36,32,2,7,0,0,0,0,4,0,8,0,0,0,0,2,0,0,-0.109,-2.843,.661,7,17,"55,693",203
1240,2000-10-14,ALCS,4,NYY,SEA,W 5-0,36,32,5,5,0,0,2,5,4,0,4,0,0,0,0,0,1,0,0.065,-0.062,.679,4,10,"47,803",179
1241,2000-10-14,ALCS,4,SEA,NYY,L 0-5,30,28,0,1,1,0,0,0,2,0,15,0,0,0,0,0,0,0,-0.437,-5.064,.753,3,11,"47,803",179
1242,2000-10-14,NLCS,3,STL,NYM,W 8-2,45,39,8,14,2,0,0,8,2,0,9,1,2,1,1,0,0,0,0.391,3.156,.618,10,14,"55,693",203
1243,2000-10-13,ALCS,3,NYY,SEA,W 8-2,41,38,8,13,1,0,2,8,2,0,7,0,0,1,1,1,1,1,0.139,2.937,.756,6,11,"47,827",215
1244,2000-10-13,ALCS,3,SEA,NYY,L 2-8,36,34,2,10,1,0,0,2,1,0,4,0,1,0,0,1,1,0,-0.361,-3.064,1.386,7,12,"47,827",215
1245,2000-10-12,NLCS,2,NYM,STL,W 6-5,45,35,6,9,2,1,1,6,8,2,9,0,1,1,2,0,0,0,0.480,0.908,1.274,12,16,"52,250",239
1246,2000-10-12,NLCS,2,STL,NYM,L 5-6,40,36,5,10,5,0,0,4,3,1,11,0,1,0,0,0,3,0,-0.019,-0.093,1.697,8,20,"52,250",239
1247,2000-10-11,NLCS,1,NYM,STL,W 6-2,37,33,6,8,2,0,2,6,2,0,2,1,0,1,0,1,0,0,0.021,0.906,.559,4,15,"52,255",188
1248,2000-10-11,ALCS,2,NYY,SEA,W 7-1,39,35,7,14,3,0,1,7,3,0,3,0,0,1,1,1,1,1,0.131,2.261,1.318,8,10,"55,317",216
1249,2000-10-11,ALCS,2,SEA,NYY,L 1-7,35,32,1,7,3,0,0,1,3,1,7,0,0,0,0,1,1,0,-0.369,-4.330,.933,7,10,"55,317",216
1250,2000-10-11,NLCS,1,STL,NYM,L 2-6,40,37,2,9,2,0,0,0,3,0,5,0,0,0,1,0,0,0,-0.480,-3.092,1.023,11,15,"52,255",188
Rk,Date,Series,Gm#,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen
1251,2000-10-10,ALCS,1,NYY,SEA,L 0-2,35,32,0,6,1,0,0,0,2,0,13,1,0,0,0,1,0,0,-0.699,-5.331,1.685,8,12,"54,481",225
1252,2000-10-10,ALCS,1,SEA,NYY,W 2-0,36,32,2,5,1,0,1,2,4,0,9,0,0,0,1,0,0,1,-0.199,-3.332,.767,7,11,"54,481",225
1253,2000-10-08,NLDS,4,NYM,SFG,W 4-0,36,31,4,6,3,0,1,4,4,1,7,1,0,0,1,0,1,1,0.115,-0.306,.430,8,10,"56,245",168
1254,2000-10-08,ALDS,5,NYY,OAK,W 7-5,42,37,7,12,3,0,1,7,3,0,8,0,0,2,0,0,1,0,0.198,1.838,.659,8,10,"41,170",230
1255,2000-10-08,ALDS,5,OAK,NYY,L 5-7,42,38,5,13,2,0,0,5,2,0,11,0,0,2,0,0,0,0,-0.301,-0.163,1.155,10,13,"41,170",230
1256,2000-10-08,NLDS,4,SFG,NYM,L 0-4,30,28,0,1,1,0,0,0,2,0,5,0,0,0,0,0,0,0,-0.385,-4.843,.829,3,15,"56,245",168
1257,2000-10-07,NLDS,3,ATL,STL,L 1-7,32,28,1,3,0,0,0,1,4,0,6,0,0,0,0,1,1,1,-0.237,-4.044,.779,4,16,"49,898",189
1258,2000-10-07,NLDS,3,NYM,SFG,W 3-2,50,43,3,9,1,0,1,3,6,1,10,1,0,0,0,1,2,1,-0.399,-3.707,2.139,10,19,"56,270",322
1259,2000-10-07,ALDS,4,NYY,OAK,L 1-11,36,34,1,8,1,0,0,1,2,0,7,0,0,0,0,1,0,0,-0.315,-4.329,.676,8,10,"56,915",222
1260,2000-10-07,ALDS,4,OAK,NYY,W 11-1,45,36,11,11,3,0,1,11,6,0,7,2,1,0,0,1,1,0,0.186,5.670,.477,7,13,"56,915",222
1261,2000-10-07,NLDS,3,SFG,NYM,L 2-3,57,49,2,11,1,0,0,2,7,2,17,0,1,0,0,0,0,0,-0.900,-4.996,1.866,16,19,"56,270",322
1262,2000-10-07,NLDS,3,STL,ATL,W 7-1,40,35,7,8,1,0,2,7,4,0,9,0,1,0,1,0,3,1,0.263,1.954,.568,6,16,"49,898",189
1263,2000-10-06,ALDS,3,CHW,SEA,L 1-2,31,25,1,3,1,0,0,1,4,0,4,0,1,1,0,3,0,0,-0.614,-4.064,1.304,3,12,"48,010",160
1264,2000-10-06,ALDS,3,NYY,OAK,W 4-2,35,31,4,6,1,0,0,4,4,0,5,0,0,0,2,0,0,1,-0.005,-0.738,1.054,7,10,"56,606",192
1265,2000-10-06,ALDS,3,OAK,NYY,L 2-4,35,30,2,4,0,0,1,2,5,0,5,0,0,0,1,2,0,0,-0.505,-3.332,1.263,6,9,"56,606",192
1266,2000-10-06,ALDS,3,SEA,CHW,W 2-1,35,28,2,6,0,0,0,2,4,0,5,0,3,0,0,0,0,0,-0.113,-2.089,1.592,8,11,"48,010",160
1267,2000-10-05,NLDS,2,ATL,STL,L 4-10,37,34,4,7,2,0,1,4,3,0,7,0,0,0,0,0,0,0,-0.047,-1.091,.421,6,18,"52,389",182
1268,2000-10-05,NLDS,2,NYM,SFG,W 5-4,44,38,5,10,2,0,1,5,5,0,7,1,0,0,0,2,0,0,0.201,-0.215,1.120,9,13,"40,430",221
1269,2000-10-05,NLDS,2,SFG,NYM,L 4-5,39,35,4,8,2,0,1,4,3,0,7,0,1,0,0,1,1,0,-0.298,-1.213,1.803,5,16,"40,430",221
1270,2000-10-05,NLDS,2,STL,ATL,W 10-4,39,32,10,9,4,0,3,10,4,2,7,2,0,1,0,0,1,0,0.451,5.473,.424,5,13,"52,389",182
1271,2000-10-04,ALDS,2,CHW,SEA,L 2-5,37,30,2,5,3,0,0,2,5,0,6,1,0,1,0,1,3,0,-0.460,-3.491,1.309,8,11,"45,383",196
1272,2000-10-04,NLDS,1,NYM,SFG,L 1-5,37,31,1,5,1,0,0,1,5,0,6,0,0,1,0,0,0,0,-0.222,-3.691,.878,9,17,"40,430",186
1273,2000-10-04,ALDS,2,NYY,OAK,W 4-0,40,33,4,8,4,0,0,4,6,2,8,0,1,0,1,1,0,1,-0.007,-1.161,.970,9,11,"47,860",195
1274,2000-10-04,ALDS,2,OAK,NYY,L 0-4,33,32,0,6,3,0,0,0,1,0,3,0,0,0,1,2,0,0,-0.505,-5.162,.999,6,9,"47,860",195
1275,2000-10-04,ALDS,2,SEA,CHW,W 5-2,39,32,5,9,1,0,1,5,4,0,3,1,1,1,1,3,1,0,0.043,-0.489,.926,7,12,"45,383",196
Rk,Date,Series,Gm#,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen
1276,2000-10-04,NLDS,1,SFG,NYM,W 5-1,38,34,5,10,2,1,1,5,4,1,7,0,0,0,0,0,1,0,0.280,0.830,.450,9,14,"40,430",186
1277,2000-10-03,NLDS,1,ATL,STL,L 5-7,43,33,5,8,3,0,0,4,9,0,7,1,0,0,1,0,0,2,-0.206,-0.094,1.197,11,18,"52,378",214
1278,2000-10-03,ALDS,1,CHW,SEA,L 4-7,44,37,4,9,2,2,1,3,6,1,6,0,1,0,0,1,1,0,-0.375,-2.100,1.467,10,10,"45,290",252
1279,2000-10-03,ALDS,1,NYY,OAK,L 3-5,36,33,3,7,3,0,0,3,1,0,7,1,0,1,1,1,0,0,-0.288,-2.162,1.102,6,10,"47,360",184
1280,2000-10-03,ALDS,1,OAK,NYY,W 5-3,36,31,5,10,1,0,0,4,5,1,5,0,0,0,0,1,1,0,0.216,0.410,1.163,7,11,"47,360",184
1281,2000-10-03,ALDS,1,SEA,CHW,W 7-4,44,39,7,13,1,0,3,7,4,0,5,1,0,0,0,2,1,1,0.125,0.902,1.633,7,13,"45,290",252
1282,2000-10-03,NLDS,1,STL,ATL,W 7-5,42,35,7,11,0,0,1,6,6,3,3,0,1,0,1,0,2,0,0.294,2.472,.551,11,17,"52,378",214
