Rk,Date,Series,Gm#,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen
145,2016-11-01,WS,6,CHC,CLE,W 9-3,42,39,9,13,1,0,3,9,3,0,6,0,0,0,0,1,0,0,0.317,4.016,.351,6,9,"38,116",209
146,2016-11-01,WS,6,CLE,CHC,L 3-9,38,31,3,6,1,0,1,3,6,0,10,1,0,0,0,1,0,0,-0.185,-1.985,.399,8,13,"38,116",209
147,2016-10-30,WS,5,CHC,CLE,W 3-2,35,30,3,7,1,0,1,3,3,1,14,1,0,1,0,0,4,0,0.015,-1.000,.940,8,13,"41,711",207
148,2016-10-30,WS,5,CLE,CHC,L 2-3,33,32,2,6,1,0,1,2,0,0,9,1,0,0,0,0,3,1,-0.486,-2.500,1.565,4,14,"41,711",207
149,2016-10-29,WS,4,CHC,CLE,L 2-7,35,33,2,7,2,0,1,2,1,0,8,1,0,0,0,1,1,0,-0.261,-2.500,.753,6,15,"41,706",196
150,2016-10-29,WS,4,CLE,CHC,W 7-2,41,36,7,10,2,0,2,6,3,1,10,1,0,1,1,1,0,0,0.243,2.500,.596,7,15,"41,706",196
Rk,Date,Series,Gm#,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen
151,2016-10-28,WS,3,CHC,CLE,L 0-1,34,33,0,5,0,1,0,0,1,0,8,0,0,0,1,0,1,0,-0.805,-4.500,2.084,7,18,"41,703",213
152,2016-10-28,WS,3,CLE,CHC,W 1-0,35,29,1,8,0,0,0,1,3,0,10,1,2,0,0,2,0,0,-0.304,-3.500,1.392,7,17,"41,703",213
153,2016-10-26,WS,2,CHC,CLE,W 5-1,45,37,5,9,1,1,0,5,8,0,8,0,0,0,1,1,0,0,0.145,0.016,.621,13,10,"38,172",244
154,2016-10-26,WS,2,CLE,CHC,L 1-5,36,31,1,4,1,0,0,0,5,0,12,0,0,0,0,0,0,0,-0.355,-3.984,.605,8,11,"38,172",244
155,2016-10-25,WS,1,CHC,CLE,L 0-6,36,34,0,7,3,0,0,0,2,0,15,0,0,0,0,0,0,0,-0.422,-4.985,1.075,9,12,"38,091",217
156,2016-10-25,WS,1,CLE,CHC,W 6-0,38,33,6,10,3,0,2,6,4,0,9,1,0,0,0,0,1,1,0.079,1.571,.606,8,9,"38,091",217
157,2016-10-22,NLCS,6,CHC,LAD,W 5-0,31,30,5,7,3,0,2,5,0,0,8,0,0,1,1,0,0,0,0.224,1.000,.443,2,11,"42,386",156
158,2016-10-22,NLCS,6,LAD,CHC,L 0-5,27,26,0,2,0,0,0,0,1,0,7,0,0,0,1,3,0,0,-0.277,-4.500,.496,0,15,"42,386",156
159,2016-10-20,NLCS,5,CHC,LAD,W 8-4,45,39,8,13,5,0,1,8,4,0,9,1,1,0,1,1,1,0,0.199,3.670,.951,10,13,"54,449",256
160,2016-10-20,NLCS,5,LAD,CHC,L 4-8,38,34,4,9,3,0,0,4,2,0,6,1,0,1,0,1,3,0,-0.302,-0.329,.873,7,19,"54,449",256
161,2016-10-19,NLCS,4,CHC,LAD,W 10-2,45,40,10,13,1,0,2,9,3,0,8,1,0,1,0,0,0,0,0.363,5.672,.546,8,16,"54,449",238
162,2016-10-19,ALCS,5,CLE,TOR,W 3-0,33,33,3,6,2,0,2,2,0,0,10,0,0,0,0,0,0,0,0.019,-1.661,.449,3,10,"48,800",157
163,2016-10-19,NLCS,4,LAD,CHC,L 2-10,38,31,2,6,0,0,0,2,5,0,8,1,0,0,0,0,0,0,-0.137,-2.331,.719,9,19,"54,449",238
164,2016-10-19,ALCS,5,TOR,CLE,L 0-3,31,31,0,6,1,0,0,0,0,0,8,0,0,0,0,2,0,0,-0.480,-4.662,1.032,4,11,"48,800",157
165,2016-10-18,NLCS,3,CHC,LAD,L 0-6,33,31,0,4,1,0,0,0,2,0,10,0,0,0,0,0,1,0,-0.356,-4.329,.721,6,16,"54,269",198
166,2016-10-18,ALCS,4,CLE,TOR,L 1-5,31,28,1,2,2,0,0,1,2,0,9,0,1,0,0,0,0,0,-0.414,-3.660,.981,3,11,"49,142",181
167,2016-10-18,NLCS,3,LAD,CHC,W 6-0,35,34,6,10,1,0,2,6,1,0,8,0,0,0,0,0,3,0,0.143,2.152,.545,5,16,"54,269",198
168,2016-10-18,ALCS,4,TOR,CLE,W 5-1,37,32,5,9,0,1,1,5,4,1,8,0,0,1,1,0,0,0,0.086,0.856,.819,8,10,"49,142",181
169,2016-10-17,ALCS,3,CLE,TOR,W 4-2,37,33,4,7,2,0,2,4,4,0,8,0,0,0,0,0,1,1,0.122,-0.662,.806,6,10,"49,507",203
170,2016-10-17,ALCS,3,TOR,CLE,L 2-4,36,33,2,7,0,1,1,2,3,0,9,0,0,0,0,1,1,0,-0.381,-2.663,1.386,7,13,"49,507",203
171,2016-10-16,NLCS,2,CHC,LAD,L 0-1,30,29,0,2,0,0,0,0,1,0,10,0,0,0,0,0,0,0,-0.839,-4.500,1.404,3,15,"42,384",165
172,2016-10-16,NLCS,2,LAD,CHC,W 1-0,36,27,1,3,0,0,1,1,7,0,6,1,1,0,0,2,1,0,-0.339,-3.500,.961,8,12,"42,384",165
173,2016-10-15,NLCS,1,CHC,LAD,W 8-4,39,33,8,9,5,1,2,7,6,2,5,0,0,0,0,0,1,0,0.453,4.000,.954,7,19,"42,376",217
174,2016-10-15,ALCS,2,CLE,TOR,W 2-1,30,28,2,4,0,0,1,2,2,0,6,0,0,0,0,0,1,0,-0.174,-2.431,.837,4,9,"37,870",164
175,2016-10-15,NLCS,1,LAD,CHC,L 4-8,37,34,4,9,1,0,1,4,3,0,7,0,0,0,0,0,1,0,-0.047,-0.500,1.446,6,17,"42,376",217
Rk,Date,Series,Gm#,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen
176,2016-10-15,ALCS,2,TOR,CLE,L 1-2,32,30,1,3,1,0,0,1,2,0,13,0,0,0,0,0,0,0,-0.672,-3.985,1.165,4,10,"37,870",164
177,2016-10-14,ALCS,1,CLE,TOR,W 2-0,30,27,2,6,0,0,1,2,1,0,6,0,2,0,0,1,0,0,-0.109,-2.430,.874,4,11,"37,727",164
178,2016-10-14,ALCS,1,TOR,CLE,L 0-2,35,33,0,7,1,0,0,0,2,0,12,0,0,0,0,1,0,0,-0.610,-4.985,1.163,8,12,"37,727",164
179,2016-10-13,NLDS,5,LAD,WSN,W 4-3,39,33,4,8,0,1,1,4,5,1,9,0,1,0,0,1,0,0,0.106,-0.589,1.422,8,19,"43,936",272
180,2016-10-13,NLDS,5,WSN,LAD,L 3-4,41,32,3,7,1,0,1,3,9,2,12,0,0,0,0,0,4,0,-0.395,-1.593,2.082,11,22,"43,936",272
181,2016-10-11,NLDS,4,CHC,SFG,W 6-5,35,31,6,6,1,0,1,6,3,0,10,0,0,1,1,2,0,0,0.603,1.723,1.171,2,18,"43,166",205
182,2016-10-11,NLDS,4,LAD,WSN,W 6-5,38,31,6,7,2,0,1,6,3,0,11,4,0,0,0,0,0,0,0.464,2.152,.947,8,15,"49,617",224
183,2016-10-11,NLDS,4,SFG,CHC,L 5-6,38,34,5,11,2,0,0,5,2,0,10,0,0,2,0,1,0,1,0.104,0.722,1.067,6,15,"43,166",205
184,2016-10-11,NLDS,4,WSN,LAD,L 5-6,38,34,5,8,0,0,0,5,2,0,15,1,0,1,0,0,0,0,-0.037,0.670,1.461,6,17,"49,617",224
185,2016-10-10,ALDS,3,BOS,CLE,L 3-4,38,33,3,8,2,0,0,3,4,0,9,0,0,1,0,1,0,0,-0.456,-1.842,1.775,8,13,"39,530",221
186,2016-10-10,NLDS,3,CHC,SFG,L 5-6,54,49,5,10,2,0,2,5,4,0,12,1,0,0,1,1,0,0,-0.272,-1.180,1.257,10,20,"43,571",304
187,2016-10-10,ALDS,3,CLE,BOS,W 4-3,36,32,4,7,1,0,1,4,2,0,10,0,2,0,0,0,0,0,0.044,-0.843,.943,5,11,"39,530",221
188,2016-10-10,NLDS,3,LAD,WSN,L 3-8,35,33,3,6,2,0,1,3,2,0,9,0,0,0,0,0,0,0,-0.264,-1.331,1.088,5,21,"53,901",252
189,2016-10-10,NLDS,3,SFG,CHC,W 6-5,52,46,6,13,3,2,0,6,4,0,7,0,1,1,0,0,1,0,0.228,0.914,1.544,10,18,"43,571",304
190,2016-10-10,NLDS,3,WSN,LAD,W 8-3,44,35,8,9,2,0,2,8,6,0,11,2,0,1,0,0,1,0,0.237,3.673,.847,9,17,"53,901",252
191,2016-10-09,NLDS,2,LAD,WSN,L 2-5,41,34,2,8,0,0,1,2,6,1,6,1,0,0,0,1,1,0,-0.258,-2.592,1.267,12,19,"43,826",235
192,2016-10-09,ALDS,3,TEX,TOR,L 6-7,38,34,6,4,1,0,2,6,4,0,9,0,0,0,0,0,1,0,-0.115,0.821,1.188,2,10,"49,555",201
193,2016-10-09,ALDS,3,TOR,TEX,W 7-6,41,37,7,10,3,0,2,5,4,2,9,0,0,0,0,2,1,0,0.385,2.056,1.510,5,10,"49,555",201
194,2016-10-09,NLDS,2,WSN,LAD,W 5-2,35,31,5,9,1,0,1,5,2,0,14,2,0,0,0,1,1,0,0.243,0.920,.985,6,15,"43,826",235
195,2016-10-08,NLDS,2,CHC,SFG,W 5-2,34,33,5,9,2,0,1,5,1,0,6,0,0,0,1,0,0,0,0.223,1.000,.565,5,15,"42,392",183
196,2016-10-08,NLDS,2,SFG,CHC,L 2-5,34,32,2,6,2,0,0,2,0,0,6,0,0,1,1,1,0,0,-0.278,-2.500,.833,5,19,"42,392",183
197,2016-10-07,ALDS,2,BOS,CLE,L 0-6,33,29,0,3,0,0,0,0,3,0,8,1,0,0,0,1,0,0,-0.251,-4.984,.539,6,9,"37,842",199
198,2016-10-07,NLDS,1,CHC,SFG,W 1-0,27,27,1,3,1,0,1,1,0,0,10,0,0,0,0,0,0,0,-0.212,-3.000,.934,2,13,"42,148",150
199,2016-10-07,ALDS,2,CLE,BOS,W 6-0,36,32,6,9,0,0,1,6,3,0,8,0,0,1,1,0,1,1,0.248,1.570,.399,6,9,"37,842",199
200,2016-10-07,NLDS,1,LAD,WSN,W 4-3,37,33,4,8,0,0,2,4,2,2,9,1,1,0,0,1,0,0,-0.065,-0.590,.890,6,16,"43,915",226
Rk,Date,Series,Gm#,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen
201,2016-10-07,NLDS,1,SFG,CHC,L 0-1,31,31,0,6,2,0,0,0,0,0,6,0,0,0,0,0,0,1,-0.712,-4.500,1.285,4,11,"42,148",150
202,2016-10-07,ALDS,2,TEX,TOR,L 3-5,43,40,3,13,3,0,0,3,3,0,7,0,0,0,0,0,0,0,-0.307,-1.893,1.300,13,12,"48,019",210
203,2016-10-07,ALDS,2,TOR,TEX,W 5-3,36,33,5,6,0,0,4,5,2,0,7,1,0,0,0,0,0,0,0.193,0.107,.498,4,10,"48,019",210
204,2016-10-07,NLDS,1,WSN,LAD,L 3-4,39,35,3,9,3,0,0,3,3,0,11,0,0,1,1,0,2,1,-0.568,-1.592,1.657,9,17,"43,915",226
205,2016-10-06,ALDS,1,BOS,CLE,L 4-5,37,36,4,10,5,0,3,4,1,0,14,0,0,0,0,0,0,0,-0.294,-0.986,1.365,6,10,"37,762",213
206,2016-10-06,ALDS,1,CLE,BOS,W 5-4,34,32,5,10,2,0,3,5,1,1,12,1,0,0,0,1,0,0,0.206,0.569,.775,5,11,"37,762",213
207,2016-10-06,ALDS,1,TEX,TOR,L 1-10,29,29,1,4,0,1,0,1,0,0,6,0,0,0,0,1,0,1,-0.186,-3.893,.350,1,9,"47,434",178
208,2016-10-06,ALDS,1,TOR,TEX,W 10-1,45,39,10,13,2,1,2,10,6,0,2,0,0,0,1,2,0,0,0.315,5.109,.421,8,11,"47,434",178
209,2016-10-05,NLWC,1,NYM,SFG,L 0-3,32,30,0,4,1,0,0,0,2,1,6,0,0,0,0,1,0,0,-0.575,-4.279,1.196,5,13,"44,747",191
210,2016-10-05,NLWC,1,SFG,NYM,W 3-0,37,30,3,5,1,0,1,3,6,1,12,0,1,0,0,0,1,1,-0.076,-1.278,1.625,7,9,"44,747",191
211,2016-10-04,ALWC,1,BAL,TOR,L 2-5,38,37,2,4,0,0,1,2,1,0,12,0,0,0,0,0,1,0,-0.714,-3.697,1.235,3,10,"49,934",205
212,2016-10-04,ALWC,1,TOR,BAL,W 5-2,39,37,5,9,3,0,2,5,2,1,11,0,0,0,0,3,0,0,-0.215,-0.422,1.566,3,11,"49,934",205
213,2015-11-01,WS,5,KCR,NYM,W 7-2,50,47,7,10,3,0,0,7,3,1,11,0,0,0,2,1,4,0,0.058,1.604,1.550,7,17,"44,859",255
214,2015-11-01,WS,5,NYM,KCR,L 2-7,44,37,2,4,0,0,1,2,6,1,11,0,0,1,1,3,0,0,-0.440,-3.396,.956,6,15,"44,859",255
215,2015-10-31,WS,4,KCR,NYM,W 5-3,37,35,5,9,2,0,0,4,2,0,9,0,0,0,1,1,1,0,0.408,0.952,1.424,5,16,"44,815",209
216,2015-10-31,WS,4,NYM,KCR,L 3-5,32,29,3,6,0,0,2,3,1,0,8,0,1,1,0,0,0,1,-0.093,-1.046,.890,2,18,"44,815",209
217,2015-10-30,WS,3,KCR,NYM,L 3-9,35,32,3,7,1,0,0,2,2,0,7,0,1,0,0,0,1,0,0.011,-1.046,.880,5,18,"44,781",202
218,2015-10-30,WS,3,NYM,KCR,W 9-3,39,36,9,12,1,0,2,9,1,0,8,1,0,1,0,0,0,0,0.510,5.404,.597,6,15,"44,781",202
219,2015-10-28,WS,2,KCR,NYM,W 7-1,39,34,7,10,2,1,0,7,4,0,3,0,0,1,1,0,0,0,0.224,2.947,1.011,8,10,"40,410",174
220,2015-10-28,WS,2,NYM,KCR,L 1-7,31,28,1,2,0,0,0,1,3,0,4,0,0,0,0,1,0,0,-0.276,-3.562,.780,3,9,"40,410",174
221,2015-10-27,WS,1,KCR,NYM,W 5-4,58,49,5,11,2,0,2,5,6,3,7,0,1,2,1,0,1,0,-0.051,-1.176,2.070,13,11,"40,320",309
222,2015-10-27,WS,1,NYM,KCR,L 4-5,57,51,4,11,0,0,1,3,3,0,15,1,1,1,1,0,1,1,-0.552,-3.096,1.555,11,12,"40,320",309
223,2015-10-23,ALCS,6,KCR,TOR,W 4-3,34,32,4,9,0,0,2,4,2,0,8,0,0,0,0,1,1,0,0.238,-0.053,.811,6,11,"40,494",222
224,2015-10-23,ALCS,6,TOR,KCR,L 3-4,38,34,3,7,2,0,2,3,4,0,11,0,0,0,0,0,3,0,-0.262,-1.562,1.988,8,11,"40,494",222
225,2015-10-21,NLCS,4,CHC,NYM,L 3-8,37,33,3,6,2,0,1,3,4,0,8,0,0,0,0,0,0,0,-0.131,-1.099,.381,7,19,"42,227",212
Rk,Date,Series,Gm#,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen
226,2015-10-21,ALCS,5,KCR,TOR,L 1-7,31,30,1,4,0,0,1,1,1,0,5,0,0,0,0,1,0,0,-0.391,-3.510,.559,3,9,"49,325",176
227,2015-10-21,NLCS,4,NYM,CHC,W 8-3,44,36,8,11,3,1,3,8,5,0,10,2,1,0,0,0,2,0,0.370,3.902,.337,9,17,"42,227",212
228,2015-10-21,ALCS,5,TOR,KCR,W 7-1,35,30,7,8,4,0,1,7,4,0,10,1,0,0,0,1,0,0,0.109,2.993,.597,4,10,"49,325",176
229,2015-10-20,NLCS,3,CHC,NYM,L 2-5,33,32,2,5,1,0,2,2,1,0,9,0,0,0,0,0,0,0,-0.237,-2.097,.841,4,18,"42,231",181
230,2015-10-20,ALCS,4,KCR,TOR,W 14-2,47,36,14,15,1,0,2,12,5,0,5,2,0,4,0,0,1,1,0.345,9.491,.328,6,12,"49,501",219
231,2015-10-20,NLCS,3,NYM,CHC,W 5-2,40,36,5,11,3,0,1,4,3,0,9,0,1,0,1,2,1,1,0.265,0.904,1.104,8,13,"42,231",181
232,2015-10-20,ALCS,4,TOR,KCR,L 2-14,35,33,2,7,1,0,0,2,2,0,8,0,0,0,0,1,1,0,-0.158,-2.512,.527,6,11,"49,501",219
233,2015-10-19,ALCS,3,KCR,TOR,L 8-11,43,41,8,15,3,1,1,7,1,0,2,0,0,1,0,0,0,0,0.033,3.490,.524,8,9,"49,751",193
234,2015-10-19,ALCS,3,TOR,KCR,W 11-8,41,34,11,11,1,0,3,11,6,0,9,1,0,0,0,1,1,0,0.531,6.991,.530,6,11,"49,751",193
235,2015-10-18,NLCS,2,CHC,NYM,L 1-4,33,32,1,5,1,0,0,1,1,0,10,0,0,0,0,0,0,0,-0.285,-3.047,.563,5,14,"44,502",187
236,2015-10-18,NLCS,2,NYM,CHC,W 4-1,31,29,4,5,1,0,1,4,2,1,12,0,0,0,0,0,2,0,0.215,0.402,.383,3,14,"44,502",187
237,2015-10-17,NLCS,1,CHC,NYM,L 2-4,35,31,2,5,1,0,1,2,3,1,10,1,0,0,0,0,1,0,-0.337,-2.048,1.171,6,15,"44,287",175
238,2015-10-17,ALCS,2,KCR,TOR,W 6-3,34,31,6,8,1,0,0,6,3,0,8,0,0,0,0,0,0,1,0.410,1.947,1.033,4,10,"40,357",199
239,2015-10-17,NLCS,1,NYM,CHC,W 4-2,32,29,4,8,0,0,2,4,1,0,6,0,1,1,0,1,2,0,0.162,0.405,.795,4,11,"44,287",175
240,2015-10-17,ALCS,2,TOR,KCR,L 3-6,39,36,3,10,4,0,0,3,3,0,11,0,0,0,0,0,0,0,-0.091,-1.561,1.153,9,10,"40,357",199
241,2015-10-16,ALCS,1,KCR,TOR,W 5-0,33,31,5,8,4,0,1,5,0,0,7,1,0,1,1,1,1,0,0.098,0.947,.561,4,10,"39,753",195
242,2015-10-16,ALCS,1,TOR,KCR,L 0-5,36,30,0,3,0,0,0,0,5,0,7,0,1,0,1,0,0,0,-0.402,-4.562,.927,9,10,"39,753",195
243,2015-10-15,NLDS,5,LAD,NYM,L 2-3,37,31,2,6,2,0,0,2,4,0,11,0,2,0,1,1,1,0,-0.518,-1.966,1.482,8,16,"54,602",193
244,2015-10-15,NLDS,5,NYM,LAD,W 3-2,36,33,3,7,2,0,1,3,2,1,11,0,0,1,0,0,1,0,-0.021,-0.966,1.001,6,13,"54,602",193
245,2015-10-14,ALDS,5,HOU,KCR,L 2-7,29,29,2,2,0,0,1,2,0,0,9,0,0,0,0,0,0,0,-0.237,-2.562,.648,0,10,"40,566",162
246,2015-10-14,ALDS,5,KCR,HOU,W 7-2,33,28,7,8,3,0,1,7,2,1,3,1,1,1,0,2,0,0,0.263,2.947,.831,2,10,"40,566",162
247,2015-10-14,ALDS,5,TEX,TOR,L 3-6,37,34,3,8,2,0,1,2,2,0,9,0,1,0,0,0,0,1,-0.024,-1.508,1.101,7,12,"49,742",217
248,2015-10-14,ALDS,5,TOR,TEX,W 6-3,36,34,6,7,1,0,2,6,2,1,8,0,0,0,2,0,0,0,0.477,1.991,1.406,6,12,"49,742",217
249,2015-10-13,NLDS,4,CHC,STL,W 6-4,35,31,6,8,0,1,3,6,4,1,9,0,0,0,0,1,0,0,0.467,2.359,.692,5,19,"42,411",196
250,2015-10-13,NLDS,4,LAD,NYM,W 3-1,35,33,3,7,1,0,0,3,2,1,6,0,0,0,0,1,0,0,0.033,-1.047,.712,5,14,"44,183",170
Rk,Date,Series,Gm#,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen
251,2015-10-13,NLDS,4,NYM,LAD,L 1-3,33,30,1,3,0,0,1,1,3,0,11,0,0,0,0,0,1,0,-0.468,-3.047,1.081,5,15,"44,183",170
252,2015-10-13,NLDS,4,STL,CHC,L 4-6,38,34,4,8,1,0,1,4,4,0,15,0,0,0,1,0,0,0,-0.032,-0.096,1.304,7,17,"42,411",196
253,2015-10-12,NLDS,3,CHC,STL,W 8-6,39,33,8,13,0,1,6,8,5,1,10,0,1,0,0,0,1,1,0.542,4.360,.675,7,18,"42,411",208
254,2015-10-12,ALDS,4,HOU,KCR,L 6-9,42,36,6,9,1,0,4,6,5,1,16,1,0,0,0,0,0,0,0.078,1.750,.880,9,14,"42,387",245
255,2015-10-12,ALDS,4,KCR,HOU,W 9-6,42,35,9,8,0,0,2,8,5,0,12,2,0,0,1,0,2,1,0.578,4.754,1.507,6,13,"42,387",245
256,2015-10-12,NLDS,3,LAD,NYM,L 7-13,41,39,7,13,0,0,2,6,2,0,12,0,0,0,0,1,0,0,0.114,2.954,.554,7,18,"44,276",222
257,2015-10-12,NLDS,3,NYM,LAD,W 13-7,42,36,13,13,4,0,2,13,5,1,10,0,0,1,0,0,0,0,0.614,9.404,.621,5,15,"44,276",222
258,2015-10-12,NLDS,3,STL,CHC,L 6-8,39,36,6,8,2,0,2,6,2,0,13,1,0,0,1,0,0,0,0.044,1.904,.969,6,17,"42,411",208
259,2015-10-12,ALDS,4,TEX,TOR,L 4-8,37,37,4,11,1,0,0,3,0,0,7,0,0,0,0,1,0,0,-0.150,-0.601,.405,6,12,"47,679",198
260,2015-10-12,ALDS,4,TOR,TEX,W 8-4,43,37,8,12,4,0,3,8,5,0,5,1,0,0,0,1,1,1,0.349,3.400,.253,8,10,"47,679",198
261,2015-10-11,ALDS,3,HOU,KCR,W 4-2,34,30,4,8,2,0,1,4,4,1,10,0,0,0,0,1,0,0,0.167,0.224,.862,6,11,"42,674",200
262,2015-10-11,ALDS,3,KCR,HOU,L 2-4,39,34,2,7,2,0,2,2,4,1,10,0,1,0,1,0,0,0,-0.333,-2.249,1.203,10,9,"42,674",200
263,2015-10-11,ALDS,3,TEX,TOR,L 1-5,32,32,1,5,1,0,0,1,0,0,6,0,0,0,0,0,0,0,-0.364,-3.600,.677,4,9,"50,941",188
264,2015-10-11,ALDS,3,TOR,TEX,W 5-1,37,31,5,9,2,0,1,4,5,1,3,0,1,0,0,3,0,0,0.135,0.400,.744,5,10,"50,941",188
265,2015-10-10,NLDS,2,CHC,STL,W 6-3,38,32,6,6,2,0,1,6,4,0,9,0,2,0,1,0,1,0,0.350,1.783,.595,5,14,"47,859",177
266,2015-10-10,NLDS,2,LAD,NYM,W 5-2,35,31,5,7,4,0,0,5,4,1,12,0,0,0,0,1,2,0,0.358,1.473,1.474,6,15,"54,455",204
267,2015-10-10,NLDS,2,NYM,LAD,L 2-5,30,29,2,5,0,0,2,2,1,0,11,0,0,0,0,2,0,1,-0.143,-1.966,.691,1,15,"54,455",204
268,2015-10-10,NLDS,2,STL,CHC,L 3-6,33,33,3,6,0,0,3,3,0,0,11,0,0,0,0,0,0,0,-0.153,-1.218,.577,3,18,"47,859",177
269,2015-10-09,NLDS,1,CHC,STL,L 0-4,30,28,0,3,0,0,0,0,2,0,10,0,0,0,0,2,1,0,-0.583,-4.219,1.151,3,12,"47,830",167
270,2015-10-09,ALDS,2,HOU,KCR,L 4-5,37,33,4,8,1,0,1,4,4,0,9,0,0,0,0,1,0,0,-0.239,-0.560,1.158,6,12,"40,008",207
271,2015-10-09,ALDS,2,KCR,HOU,W 5-4,37,34,5,11,2,1,1,4,3,0,7,0,0,0,0,1,1,0,0.263,0.946,1.325,8,11,"40,008",207
272,2015-10-09,NLDS,1,LAD,NYM,L 1-3,35,34,1,7,3,0,0,1,1,1,13,0,0,0,0,0,0,0,-0.498,-2.967,1.146,7,14,"54,428",194
273,2015-10-09,NLDS,1,NYM,LAD,W 3-1,36,31,3,5,0,0,1,3,4,0,14,0,1,0,0,0,0,0,0.004,-0.965,.866,6,13,"54,428",194
274,2015-10-09,NLDS,1,STL,CHC,W 4-0,31,30,4,6,2,0,2,4,1,0,9,0,0,0,0,0,0,0,-0.084,0.249,.658,3,13,"47,830",167
275,2015-10-09,ALDS,2,TEX,TOR,W 6-4,56,50,6,11,1,0,0,5,4,0,10,0,1,1,0,0,1,1,-0.286,-1.016,1.696,8,12,"49,716",297
Rk,Date,Series,Gm#,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen
276,2015-10-09,ALDS,2,TOR,TEX,L 4-6,53,49,4,8,2,0,1,3,2,1,15,1,1,0,1,1,3,0,-0.787,-3.016,1.590,7,11,"49,716",297
277,2015-10-08,ALDS,1,HOU,KCR,W 5-2,39,36,5,11,1,0,2,5,3,0,14,0,0,0,0,1,1,1,0.163,0.440,.728,7,11,"40,146",194
278,2015-10-08,ALDS,1,KCR,HOU,L 2-5,35,33,2,6,0,0,2,2,1,0,4,1,0,0,0,0,1,0,-0.336,-2.560,1.005,6,9,"40,146",194
279,2015-10-08,ALDS,1,TEX,TOR,W 5-3,36,31,5,5,1,0,2,5,3,0,7,2,0,0,0,1,0,0,0.216,0.491,.717,4,13,"49,834",173
280,2015-10-08,ALDS,1,TOR,TEX,L 3-5,34,33,3,6,2,0,1,3,1,0,4,0,0,0,0,0,0,0,-0.283,-1.510,1.407,4,12,"49,834",173
281,2015-10-07,NLWC,1,CHC,PIT,W 4-0,35,32,4,7,0,0,2,4,2,0,10,1,0,0,1,1,2,0,0.168,-0.137,.425,4,11,"40,889",167
282,2015-10-07,NLWC,1,PIT,CHC,L 0-4,32,30,0,5,0,0,0,0,0,0,11,2,0,0,0,2,0,0,-0.334,-4.137,.779,5,17,"40,889",167
283,2015-10-06,ALWC,1,HOU,NYY,W 3-0,35,30,3,5,1,0,2,3,5,0,9,0,0,0,0,2,2,0,-0.003,-1.420,.693,5,13,"50,113",184
284,2015-10-06,ALWC,1,NYY,HOU,L 0-3,32,30,0,3,0,0,0,0,2,0,10,0,0,0,0,0,0,0,-0.505,-4.421,.974,5,10,"50,113",184
285,2014-10-29,WS,7,KCR,SFG,L 2-3,34,29,2,6,1,0,0,2,1,0,5,2,1,1,0,2,0,0,-0.597,-2.347,1.629,5,9,"40,535",190
286,2014-10-29,WS,7,SFG,KCR,W 3-2,35,32,3,8,1,0,0,3,0,0,12,1,0,2,0,1,0,0,-0.097,-1.349,1.064,5,9,"40,535",190
287,2014-10-28,WS,6,KCR,SFG,W 10-0,41,37,10,15,6,0,1,10,4,0,5,0,0,0,0,2,0,0,0.375,6.136,.416,7,10,"40,372",201
288,2014-10-28,WS,6,SFG,KCR,L 0-10,37,32,0,6,1,0,0,0,5,0,7,0,0,0,0,1,0,0,-0.125,-4.348,.249,10,13,"40,372",201
289,2014-10-26,WS,5,KCR,SFG,L 0-5,31,31,0,4,1,0,0,0,0,0,8,0,0,0,0,0,0,0,-0.445,-3.777,.917,4,14,"43,087",189
290,2014-10-26,WS,5,SFG,KCR,W 5-0,37,35,5,12,1,0,0,5,2,0,7,0,0,0,0,1,0,0,0.055,1.640,.713,8,10,"43,087",189
291,2014-10-25,WS,4,KCR,SFG,L 4-11,40,38,4,12,2,0,0,4,2,0,7,0,0,0,0,1,1,0,0.161,0.221,.818,9,15,"43,066",240
292,2014-10-25,WS,4,SFG,KCR,W 11-4,46,38,11,16,3,0,0,10,6,1,6,0,1,1,0,0,1,0,0.661,7.643,1.266,11,18,"43,066",240
